id,pert,gene,label
Chmp3_Oxr1,Chmp3,Oxr1,none
Pafah1b1_Zdhhc1,Pafah1b1,Zdhhc1,none
Actr10_Pilra,Actr10,Pilra,down
Egln1_Pik3cd,Egln1,Pik3cd,none
Irf2_Ccl7,Irf2,Ccl7,none
Fermt3_Mthfd2,Fermt3,Mthfd2,down
Fth1_Akr1a1,Fth1,Akr1a1,up
2310011J03Rik_Snhg3,2310011J03Rik,Snhg3,none
Setd2_Stap1,Setd2,Stap1,down
Fth1_Igf1,Fth1,Igf1,none
Pdcd10_Oasl1,Pdcd10,Oasl1,none
Tcp1_Rnf213,Tcp1,Rnf213,none
Cul2_1110038B12Rik,Cul2,1110038B12Rik,none
Trappc1_Rabac1,Trappc1,Rabac1,up
Bap1_H2aj,Bap1,H2aj,none
Cog8_Btg1,Cog8,Btg1,up
Ncbp1_Hcn2,Ncbp1,Hcn2,none
Nol10_Calr,Nol10,Calr,down
Cct3_Mmp9,Cct3,Mmp9,up
Eny2_Anxa2,Eny2,Anxa2,up
Med20_Acod1,Med20,Acod1,down
Snrnp70_Ms4a4a,Snrnp70,Ms4a4a,none
Rps5_1110038B12Rik,Rps5,1110038B12Rik,up
Wdr70_Ncoa4,Wdr70,Ncoa4,none
Wtap_Msrb1,Wtap,Msrb1,none
Prdm1_Rgl1,Prdm1,Rgl1,down
Rc3h1_Ccl4,Rc3h1,Ccl4,up
Sptssa_Lgals3,Sptssa,Lgals3,none
Ddx5_Creg1,Ddx5,Creg1,none
Ubr4_Mtdh,Ubr4,Mtdh,none
Rpn1_Creld2,Rpn1,Creld2,up
Paf1_Ahsa1,Paf1,Ahsa1,none
Virma_Psma6,Virma,Psma6,down
Prpf40a_Crip1,Prpf40a,Crip1,none
Rbm15_Creg1,Rbm15,Creg1,none
Mideas_Ccnd1,Mideas,Ccnd1,up
Cog8_Glrx,Cog8,Glrx,none
Prpf40a_Cd300c2,Prpf40a,Cd300c2,up
Rngtt_Tcf4,Rngtt,Tcf4,none
Vps4b_Mtln,Vps4b,Mtln,none
Orc4_Trib3,Orc4,Trib3,none
Ss18_Cxcl14,Ss18,Cxcl14,up
Pafah1b1_Gpr84,Pafah1b1,Gpr84,down
Rb1_Gmnn,Rb1,Gmnn,up
Wdr3_Stmn1,Wdr3,Stmn1,down
Heatr1_Fgl2,Heatr1,Fgl2,none
2310011J03Rik_Gpnmb,2310011J03Rik,Gpnmb,none
Pdcd10_Plaur,Pdcd10,Plaur,up
Mau2_Psma6,Mau2,Psma6,down
Meaf6_Rcn1,Meaf6,Rcn1,none
Snx13_Creg1,Snx13,Creg1,up
Arpc3_Gsto1,Arpc3,Gsto1,none
Gins4_Slc39a13,Gins4,Slc39a13,none
Kdm1a_Tnfsf9,Kdm1a,Tnfsf9,up
Vps18_Jun,Vps18,Jun,none
Sephs1_Mgat4b,Sephs1,Mgat4b,down
Trem2_Pcdh7,Trem2,Pcdh7,none
Smarcd2_Clec4a1,Smarcd2,Clec4a1,up
Uvrag_Dnajc3,Uvrag,Dnajc3,none
Ap3b1_Rp2,Ap3b1,Rp2,down
Ppp2r2a_Ahnak,Ppp2r2a,Ahnak,none
Sec63_Ccl9,Sec63,Ccl9,none
Nrbf2_Blvrb,Nrbf2,Blvrb,up
Ppp2r2a_Magi3,Ppp2r2a,Magi3,none
Rcl1_Oasl1,Rcl1,Oasl1,down
Rps3_Acod1,Rps3,Acod1,down
Eny2_Hdac1,Eny2,Hdac1,none
Bag6_H2-Q7,Bag6,H2-Q7,none
Tbc1d10b_Cxcl2,Tbc1d10b,Cxcl2,none
Cog5_Cd36,Cog5,Cd36,none
Tgif1_Simc1,Tgif1,Simc1,none
Irf8_Cmpk2,Irf8,Cmpk2,none
Rraga_Creg1,Rraga,Creg1,up
Bap1_Cmpk2,Bap1,Cmpk2,none
Nolc1_Selenop,Nolc1,Selenop,none
Ncor2_Cxcl2,Ncor2,Cxcl2,none
Cct7_Npy,Cct7,Npy,none
Oxsr1_Plaur,Oxsr1,Plaur,up
Tlr4_Fxyd2,Tlr4,Fxyd2,none
Ss18_H2-M2,Ss18,H2-M2,down
Prpf6_Trem2,Prpf6,Trem2,none
Orc4_Snhg1,Orc4,Snhg1,up
Heatr1_Alox5ap,Heatr1,Alox5ap,down
Il10rb_Mmp12,Il10rb,Mmp12,none
Zfp710_Ccdc25,Zfp710,Ccdc25,none
Mcm4_Tnfrsf21,Mcm4,Tnfrsf21,up
Cct3_Fcgr2b,Cct3,Fcgr2b,down
Ints1_Nampt,Ints1,Nampt,none
Setd2_Calr,Setd2,Calr,none
Top3a_Snhg16,Top3a,Snhg16,none
Cnot1_Spty2d1,Cnot1,Spty2d1,none
Leo1_Timp2,Leo1,Timp2,up
Xpo1_Gapdh,Xpo1,Gapdh,down
Suz12_Rhoc,Suz12,Rhoc,up
Mcm4_Pbxip1,Mcm4,Pbxip1,none
Rpn1_Foxo3,Rpn1,Foxo3,none
Nelfb_1110038B12Rik,Nelfb,1110038B12Rik,none
Jak1_Sh2d1b1,Jak1,Sh2d1b1,none
Kin_Clvs1,Kin,Clvs1,none
Med29_Rsad2,Med29,Rsad2,down
Rnf40_B430319H21Rik,Rnf40,B430319H21Rik,none
Rtf1_Iigp1,Rtf1,Iigp1,none
Jak1_Dnajc18,Jak1,Dnajc18,none
Hnrnpu_Ahnak,Hnrnpu,Ahnak,up
Tcp1_C920021L13Rik,Tcp1,C920021L13Rik,none
Nfyc_Gpx4,Nfyc,Gpx4,up
Gosr2_Idnk,Gosr2,Idnk,none
Rheb_Ckb,Rheb,Ckb,down
Cul1_Azin1,Cul1,Azin1,up
Gtf2h1_Taf7,Gtf2h1,Taf7,none
Virma_Creg1,Virma,Creg1,up
Nop16_Il15,Nop16,Il15,up
Setd2_Tent5a,Setd2,Tent5a,none
Usp39_Zfp655,Usp39,Zfp655,none
Igbp1_Actb,Igbp1,Actb,down
Mau2_Spint2,Mau2,Spint2,none
Sel1l_Auts2,Sel1l,Auts2,none
Snrnp27_Acss1,Snrnp27,Acss1,none
Med20_Vti1a,Med20,Vti1a,none
Ehmt2_Zbtb4,Ehmt2,Zbtb4,none
Yrdc_Actb,Yrdc,Actb,down
Rc3h1_Cd63,Rc3h1,Cd63,none
Pfn1_Gpr84,Pfn1,Gpr84,none
Tardbp_Sqstm1,Tardbp,Sqstm1,none
Pafah1b1_Aopep,Pafah1b1,Aopep,none
Hyou1_Ckb,Hyou1,Ckb,down
Ptpn11_Pcdh7,Ptpn11,Pcdh7,none
Dohh_Bcl6,Dohh,Bcl6,none
Vhl_Ly6a,Vhl,Ly6a,none
Sbno2_Fgl2,Sbno2,Fgl2,none
Srsf10_Blvrb,Srsf10,Blvrb,none
Hyou1_Smpdl3a,Hyou1,Smpdl3a,up
Tcp1_Tubb6,Tcp1,Tubb6,up
Ddx5_Serpine1,Ddx5,Serpine1,up
Rpl35_Cd69,Rpl35,Cd69,up
Gnb2_Lipa,Gnb2,Lipa,none
Rb1cc1_Sqstm1,Rb1cc1,Sqstm1,up
Il10rb_Socs3,Il10rb,Socs3,down
Jak1_Akr1a1,Jak1,Akr1a1,none
Adnp_Uchl1,Adnp,Uchl1,down
Ddx41_Lmna,Ddx41,Lmna,up
Hyou1_Ifi47,Hyou1,Ifi47,none
Becn1_Gm11613,Becn1,Gm11613,none
Rbck1_Mgst1,Rbck1,Mgst1,none
Wdr75_Trem2,Wdr75,Trem2,up
Wdr61_Ifit2,Wdr61,Ifit2,up
Prdm1_Gpnmb,Prdm1,Gpnmb,none
Telo2_2610037D02Rik,Telo2,2610037D02Rik,up
Sbno2_Aif1,Sbno2,Aif1,none
Dcaf7_Cdk2ap2,Dcaf7,Cdk2ap2,up
Rpl4_Macir,Rpl4,Macir,up
Kars_Timp2,Kars,Timp2,none
Nolc1_Gm43573,Nolc1,Gm43573,none
Rbbp6_Smpdl3a,Rbbp6,Smpdl3a,none
Ddx6_Arhgap31,Ddx6,Arhgap31,none
Srcap_Hilpda,Srcap,Hilpda,none
Elavl1_Itga4,Elavl1,Itga4,none
Top3a_Ccl2,Top3a,Ccl2,none
Tnfaip3_Calr,Tnfaip3,Calr,none
Strip1_Aars,Strip1,Aars,none
Meaf6_Gclm,Meaf6,Gclm,up
Wdr3_Npy,Wdr3,Npy,none
Ikbkb_Mt1,Ikbkb,Mt1,none
Vps41_Xcr1,Vps41,Xcr1,none
Ikzf1_Dnajb9,Ikzf1,Dnajb9,none
Tbc1d10b_Cdkl3,Tbc1d10b,Cdkl3,none
Chmp3_Gpnmb,Chmp3,Gpnmb,none
Usp7_Hilpda,Usp7,Hilpda,none
Arid1a_Vav3,Arid1a,Vav3,up
Wdr36_Gpnmb,Wdr36,Gpnmb,none
Ncbp1_Cd63,Ncbp1,Cd63,up
Rragc_Vat1,Rragc,Vat1,up
Ap3b1_Nr1h3,Ap3b1,Nr1h3,none
Scap_Plpp3,Scap,Plpp3,up
Myc_Cd36,Myc,Cd36,none
Rcl1_Gpnmb,Rcl1,Gpnmb,up
Zfp36_Sec11c,Zfp36,Sec11c,none
Telo2_Ifi27,Telo2,Ifi27,up
Runx1_Nckap1,Runx1,Nckap1,up
Ube4b_Cenph,Ube4b,Cenph,none
Pfn1_Saa3,Pfn1,Saa3,none
Rrp1_Tubb6,Rrp1,Tubb6,none
Ric1_Mmp12,Ric1,Mmp12,none
Srsf1_Ftl1,Srsf1,Ftl1,up
Bap1_Il1rn,Bap1,Il1rn,down
Cdc123_Sqstm1,Cdc123,Sqstm1,up
Chmp6_Apoc2,Chmp6,Apoc2,none
Srsf1_Syngr1,Srsf1,Syngr1,up
Yy1_Ralgapa2,Yy1,Ralgapa2,none
Cbll1_Gclm,Cbll1,Gclm,up
Nolc1_Cd69,Nolc1,Cd69,up
Tpt1_Trim30c,Tpt1,Trim30c,up
Tyrobp_Kif22,Tyrobp,Kif22,none
Axin1_Rbm15,Axin1,Rbm15,none
Tbk1_Il15,Tbk1,Il15,none
Ctcf_Pdk1,Ctcf,Pdk1,none
Ddx5_Pcdh7,Ddx5,Pcdh7,up
Csnk1a1_Tuba1c,Csnk1a1,Tuba1c,none
Prdm1_Slamf9,Prdm1,Slamf9,down
Mbd2_Itgal,Mbd2,Itgal,down
Srcap_Slamf9,Srcap,Slamf9,none
Hsp90b1_Saa3,Hsp90b1,Saa3,down
Qars_Krtcap2,Qars,Krtcap2,up
Becn1_Creg1,Becn1,Creg1,up
Mcm4_Dock10,Mcm4,Dock10,none
Tyrobp_Ckb,Tyrobp,Ckb,down
Dync1h1_Cd14,Dync1h1,Cd14,none
Rcl1_Adamts4,Rcl1,Adamts4,up
Tcp1_Fcgr2b,Tcp1,Fcgr2b,down
Cct4_Tmem178,Cct4,Tmem178,none
Hdac3_Oasl1,Hdac3,Oasl1,none
Rab7_Adgre5,Rab7,Adgre5,up
Fli1_C1qb,Fli1,C1qb,down
Pfn1_Gm34961,Pfn1,Gm34961,none
Lamtor2_Ctsl,Lamtor2,Ctsl,none
Nop16_Neat1,Nop16,Neat1,none
Xpo1_Hmgn1,Xpo1,Hmgn1,up
Eif1ad_Hsp90b1,Eif1ad,Hsp90b1,down
Chmp5_Prdx1,Chmp5,Prdx1,up
Cdkn1a_Lmna,Cdkn1a,Lmna,none
Heatr1_Crip1,Heatr1,Crip1,down
Irf9_Ms4a4c,Irf9,Ms4a4c,down
Ehmt2_Aif1,Ehmt2,Aif1,none
Adnp_Ctsl,Adnp,Ctsl,down
Nkap_Cmpk2,Nkap,Cmpk2,up
Hyou1_Gpr84,Hyou1,Gpr84,none
Rragc_Pcna,Rragc,Pcna,none
Srrd_Ckb,Srrd,Ckb,none
Ylpm1_Stk3,Ylpm1,Stk3,none
Mtor_Chchd10,Mtor,Chchd10,none
Tnpo3_Ago3,Tnpo3,Ago3,none
Sephs1_Ggta1,Sephs1,Ggta1,none
Abi1_Gbp5,Abi1,Gbp5,none
Hsp90b1_C3,Hsp90b1,C3,none
Mta2_Ly6a,Mta2,Ly6a,up
Elavl1_Litaf,Elavl1,Litaf,down
Tubg1_Hopx,Tubg1,Hopx,none
Kras_Blvrb,Kras,Blvrb,none
Mnt_Gbe1,Mnt,Gbe1,up
Sec63_Fpr2,Sec63,Fpr2,up
Snrnp70_Stard9,Snrnp70,Stard9,none
Rps19_Dnajb9,Rps19,Dnajb9,none
Ikbkb_Clec4e,Ikbkb,Clec4e,down
Wdr70_Ly6a,Wdr70,Ly6a,none
Wdr43_Spryd7,Wdr43,Spryd7,up
Ddx6_Ddit3,Ddx6,Ddit3,none
Snrnp27_Kctd12,Snrnp27,Kctd12,none
Wdr61_Ctsl,Wdr61,Ctsl,up
Ogdh_Fzd1,Ogdh,Fzd1,none
Cct3_Sqstm1,Cct3,Sqstm1,none
Rheb_S100a10,Rheb,S100a10,none
Chmp6_Cd86,Chmp6,Cd86,up
Actr2_Ifit3,Actr2,Ifit3,none
Rheb_Herpud1,Rheb,Herpud1,none
Nprl2_Prnp,Nprl2,Prnp,none
Rheb_Sdc1,Rheb,Sdc1,up
Fth1_Gclm,Fth1,Gclm,up
Qars_Ckb,Qars,Ckb,down
Cdkn1a_Smc4,Cdkn1a,Smc4,up
Prpf40a_Pgm1,Prpf40a,Pgm1,none
Rbm15_Oasl1,Rbm15,Oasl1,none
Rngtt_Saa3,Rngtt,Saa3,down
Leng1_Timp2,Leng1,Timp2,up
Vps41_Bcl2a1a,Vps41,Bcl2a1a,none
Aip_Ctla2b,Aip,Ctla2b,up
Wdr75_Cd72,Wdr75,Cd72,none
Hira_Slfn1,Hira,Slfn1,up
Dph3_Card19,Dph3,Card19,down
Fzr1_Smpdl3a,Fzr1,Smpdl3a,none
Nol10_Gpr84,Nol10,Gpr84,down
Eif1ad_Plpp3,Eif1ad,Plpp3,none
Mafb_Mrgpre,Mafb,Mrgpre,none
Syvn1_Pglyrp1,Syvn1,Pglyrp1,none
Dpm1_Me1,Dpm1,Me1,down
Atp6ap2_Prdx1,Atp6ap2,Prdx1,none
Bap1_Gm57450,Bap1,Gm57450,none
Adnp_Sp3,Adnp,Sp3,none
Fli1_Dbi,Fli1,Dbi,up
Zfp207_Dnajc3,Zfp207,Dnajc3,none
Rtf1_Glrx,Rtf1,Glrx,none
Ctdspl2_Xylt2,Ctdspl2,Xylt2,down
Dpm1_Aif1,Dpm1,Aif1,down
Tyk2_Nabp1,Tyk2,Nabp1,none
Il10rb_Sgo1,Il10rb,Sgo1,none
Cog5_Stmn1,Cog5,Stmn1,down
Myd88_Ctsl,Myd88,Ctsl,none
Cnot2_Akr1a1,Cnot2,Akr1a1,none
Ash2l_Gm20125,Ash2l,Gm20125,up
Ptpa_Lmna,Ptpa,Lmna,up
Irf9_Plcd1,Irf9,Plcd1,none
Cog8_Cxcl2,Cog8,Cxcl2,up
Cdc123_Cyb5r1,Cdc123,Cyb5r1,up
Ss18_Ckb,Ss18,Ckb,none
Ppp2r1a_Smox,Ppp2r1a,Smox,up
Scap_Tlr2,Scap,Tlr2,none
Mphosph10_Cotl1,Mphosph10,Cotl1,down
Vps4b_Chchd6,Vps4b,Chchd6,none
Eny2_Lmna,Eny2,Lmna,up
Copz1_St3gal5,Copz1,St3gal5,down
Tsc2_H3f3b,Tsc2,H3f3b,none
Pfn1_Iigp1,Pfn1,Iigp1,up
Rpap2_Ifit2,Rpap2,Ifit2,none
Rpap2_Sars,Rpap2,Sars,none
Cul2_Tnfaip2,Cul2,Tnfaip2,none
Gpn2_Ctsh,Gpn2,Ctsh,up
Cct4_Sqstm1,Cct4,Sqstm1,none
Bloc1s1_Selenow,Bloc1s1,Selenow,down
Dph3_Bst1,Dph3,Bst1,none
Leo1_Igtp,Leo1,Igtp,up
Ctcf_Med29,Ctcf,Med29,up
Mafb_Il1b,Mafb,Il1b,up
Arid1a_Tmcc3,Arid1a,Tmcc3,up
Txnl4a_Lgals3,Txnl4a,Lgals3,up
Jak1_Mthfd2,Jak1,Mthfd2,none
Pik3c3_Mmp12,Pik3c3,Mmp12,up
Fermt3_Hsp90b1,Fermt3,Hsp90b1,none
Prpf6_Prpf3,Prpf6,Prpf3,up
Clp1_Atf5,Clp1,Atf5,none
Nkap_Mt2,Nkap,Mt2,none
Atf4_Dnmt1,Atf4,Dnmt1,none
Nrbp1_Lipa,Nrbp1,Lipa,none
Pgm3_Lgals3,Pgm3,Lgals3,none
Hdac3_F9,Hdac3,F9,none
Cnot1_Trem2,Cnot1,Trem2,up
Gtf2h1_Fap,Gtf2h1,Fap,up
Rps3_Aif1,Rps3,Aif1,none
Atp6v1a_Gstm5,Atp6v1a,Gstm5,none
Ctdnep1_Tmeff1,Ctdnep1,Tmeff1,up
Ehmt2_Lrp12,Ehmt2,Lrp12,up
Hyou1_Cd69,Hyou1,Cd69,none
Mapkapk2_Skil,Mapkapk2,Skil,none
Heatr1_Gpnmb,Heatr1,Gpnmb,up
Ddx6_Csf3,Ddx6,Csf3,none
Ctdnep1_Zfp512,Ctdnep1,Zfp512,none
Rpl4_Pcdh7,Rpl4,Pcdh7,none
Uvrag_Syngr1,Uvrag,Syngr1,up
Csnk1a1_Cpe,Csnk1a1,Cpe,up
Med25_Prdx1,Med25,Prdx1,down
Qars_Iigp1,Qars,Iigp1,none
Nob1_Gpr84,Nob1,Gpr84,down
Irak4_Rnf128,Irak4,Rnf128,none
Brd2_Gapdh,Brd2,Gapdh,none
Fermt3_Ralgapa2,Fermt3,Ralgapa2,down
Cul3_Il4i1,Cul3,Il4i1,none
Actl6a_Prr13,Actl6a,Prr13,none
Polr2i_Adssl1,Polr2i,Adssl1,up
Spop_Cip2a,Spop,Cip2a,none
Gins2_Ms4a6b,Gins2,Ms4a6b,down
Ap3b1_Ctsc,Ap3b1,Ctsc,down
Rbbp6_Glrx,Rbbp6,Glrx,none
Wdr5_Gclm,Wdr5,Gclm,none
Top3a_Hsp90b1,Top3a,Hsp90b1,down
Cdkn1a_Kif4,Cdkn1a,Kif4,up
Pdcd10_Rfc1,Pdcd10,Rfc1,none
Tln1_Ifitm2,Tln1,Ifitm2,none
Tbc1d10b_Cyb5r1,Tbc1d10b,Cyb5r1,none
Ikbkb_Clec4a1,Ikbkb,Clec4a1,none
Tpt1_Lmo2,Tpt1,Lmo2,none
Spc24_Bnip3,Spc24,Bnip3,down
Kdm1a_Polr2g,Kdm1a,Polr2g,none
Tgif1_Ebi3,Tgif1,Ebi3,up
Acin1_Hmgb2,Acin1,Hmgb2,none
Cdc42_Cnot6l,Cdc42,Cnot6l,none
Irf2_Rcbtb1,Irf2,Rcbtb1,up
Slc33a1_Nlrp3,Slc33a1,Nlrp3,none
Dad1_Wipf1,Dad1,Wipf1,none
Ddx5_Fxyd2,Ddx5,Fxyd2,up
Slc33a1_Oasl1,Slc33a1,Oasl1,none
Slc7a6os_Grcc10,Slc7a6os,Grcc10,up
Rheb_Psma6,Rheb,Psma6,none
Ap3b1_Katnal2,Ap3b1,Katnal2,none
Sptssa_Etnk1,Sptssa,Etnk1,none
Sbno2_S100a6,Sbno2,S100a6,none
Eif4a1_Abca1,Eif4a1,Abca1,up
Irak4_Saa3,Irak4,Saa3,down
Cul1_Cpe,Cul1,Cpe,none
Pdcd10_Slc46a3,Pdcd10,Slc46a3,none
Mcm4_Cd36,Mcm4,Cd36,none
Igbp1_Uchl1,Igbp1,Uchl1,none
Ankrd11_Serp1,Ankrd11,Serp1,none
Dido1_Zfp422,Dido1,Zfp422,up
Tirap_Col18a1,Tirap,Col18a1,none
Pafah1b1_Fxyd2,Pafah1b1,Fxyd2,none
Mnt_Cry1,Mnt,Cry1,up
Dync1h1_Gpnmb,Dync1h1,Gpnmb,up
Csnk1a1_Saa3,Csnk1a1,Saa3,none
Kdm1a_Mtarc2,Kdm1a,Mtarc2,down
Tyk2_Ifit2,Tyk2,Ifit2,down
Pik3c3_Clec4e,Pik3c3,Clec4e,none
Emc7_Prdx6,Emc7,Prdx6,none
Vps33a_Ksr1,Vps33a,Ksr1,none
Cul2_Egln1,Cul2,Egln1,up
Tyrobp_Lipa,Tyrobp,Lipa,none
Stag2_Gadd45b,Stag2,Gadd45b,none
Mphosph10_Il1rn,Mphosph10,Il1rn,none
Pi4kb_B4galt5,Pi4kb,B4galt5,up
Arih1_Cxcl1,Arih1,Cxcl1,none
Gnb2_Cp,Gnb2,Cp,up
Jak1_Gm10785,Jak1,Gm10785,none
Rps19_Cd36,Rps19,Cd36,up
Oxsr1_Npy,Oxsr1,Npy,up
Arid1a_Plcb3,Arid1a,Plcb3,none
Atp6v1b2_Zfas1,Atp6v1b2,Zfas1,none
Rptor_Tmbim1,Rptor,Tmbim1,none
Nrbf2_Rin2,Nrbf2,Rin2,none
Ppp2r2a_Prdx1,Ppp2r2a,Prdx1,none
Cct4_C3,Cct4,C3,down
Ppp6c_AI839979,Ppp6c,AI839979,none
Exosc7_Snhg3,Exosc7,Snhg3,up
Naa35_Itpkb,Naa35,Itpkb,down
Wdr61_Ifih1,Wdr61,Ifih1,none
Mphosph10_Creg1,Mphosph10,Creg1,none
Arid1a_Icam1,Arid1a,Icam1,none
2310011J03Rik_Zfp263,2310011J03Rik,Zfp263,up
Bloc1s1_Fpr2,Bloc1s1,Fpr2,none
Ddx5_Higd1a,Ddx5,Higd1a,none
Dhx15_Aldh1l1,Dhx15,Aldh1l1,none
Tlr4_Uchl1,Tlr4,Uchl1,none
Ddost_Manf,Ddost,Manf,up
Rae1_Smox,Rae1,Smox,up
Tln1_Pilra,Tln1,Pilra,down
Jtb_Hspa5,Jtb,Hspa5,up
Arpc3_Actb,Arpc3,Actb,down
Copz1_Creg1,Copz1,Creg1,none
Ogdh_Parp1,Ogdh,Parp1,none
Pik3c3_Shld1,Pik3c3,Shld1,none
Dad1_Jup,Dad1,Jup,none
Nop16_Serpinb6a,Nop16,Serpinb6a,none
Chmp6_Cmpk2,Chmp6,Cmpk2,up
Cul3_Atg4c,Cul3,Atg4c,none
Otud5_Aif1,Otud5,Aif1,down
Dnajc8_Gm39469,Dnajc8,Gm39469,up
Mms22l_Sqstm1,Mms22l,Sqstm1,none
Sephs1_Hsp90b1,Sephs1,Hsp90b1,none
Alg2_Manf,Alg2,Manf,up
Dnajc8_Itgal,Dnajc8,Itgal,down
Atp6v0e_Alcam,Atp6v0e,Alcam,up
Wdr61_Glrx,Wdr61,Glrx,none
Cct2_Cyb561,Cct2,Cyb561,none
Oxsr1_Folr2,Oxsr1,Folr2,up
Cul3_Cd36,Cul3,Cd36,up
Mcm4_Zfp263,Mcm4,Zfp263,none
Aip_Ly86,Aip,Ly86,none
Ptpa_Rab11fip1,Ptpa,Rab11fip1,none
Tnpo3_Gclm,Tnpo3,Gclm,up
Prpf38b_Creg1,Prpf38b,Creg1,none
Tnfaip3_Ifi206,Tnfaip3,Ifi206,none
Lamtor4_Uchl5,Lamtor4,Uchl5,none
Jtb_Bcl2a1d,Jtb,Bcl2a1d,none
Toe1_Cd36,Toe1,Cd36,none
Vps33a_Gm57341,Vps33a,Gm57341,none
Tnfaip3_Fcgr2b,Tnfaip3,Fcgr2b,none
Trrap_Actb,Trrap,Actb,down
Adnp_Mtarc2,Adnp,Mtarc2,none
Prdm1_Gm56730,Prdm1,Gm56730,up
Becn1_Mmp12,Becn1,Mmp12,up
Il10rb_Pck2,Il10rb,Pck2,none
Snx14_Junb,Snx14,Junb,none
Mapk14_Stx3,Mapk14,Stx3,none
Pfn1_Eif5,Pfn1,Eif5,none
Snapc3_2310001H17Rik,Snapc3,2310001H17Rik,up
Snrnp27_Ctsl,Snrnp27,Ctsl,up
Cmtr1_Gadd45b,Cmtr1,Gadd45b,up
Nprl2_Clec4e,Nprl2,Clec4e,none
Vps33a_Creg1,Vps33a,Creg1,up
Leng8_Blvrb,Leng8,Blvrb,down
Sec62_Evi5,Sec62,Evi5,up
Kars_H2-T22,Kars,H2-T22,none
Cdkn1a_Pilra,Cdkn1a,Pilra,none
Ppp2r1a_Ifit3,Ppp2r1a,Ifit3,up
Toe1_Syngr1,Toe1,Syngr1,up
Dync1h1_Taldo1,Dync1h1,Taldo1,none
Ap3b1_Pdia3,Ap3b1,Pdia3,none
Nelfcd_Irgm1,Nelfcd,Irgm1,up
Cnot1_Cfp,Cnot1,Cfp,none
Ddx6_Abca1,Ddx6,Abca1,none
Mms22l_Cdk18,Mms22l,Cdk18,up
E4f1_Hmox1,E4f1,Hmox1,down
Tnfrsf1a_Clec4e,Tnfrsf1a,Clec4e,down
Yeats4_Eif5,Yeats4,Eif5,none
Alg2_Dnajc3,Alg2,Dnajc3,up
Phb2_Stmn1,Phb2,Stmn1,down
Runx1_Stx3,Runx1,Stx3,none
Dusp1_Icam1,Dusp1,Icam1,down
Rpl26_Cd69,Rpl26,Cd69,up
Naa35_Dnajc1,Naa35,Dnajc1,none
Clp1_Eif5,Clp1,Eif5,none
Abi1_Cd36,Abi1,Cd36,none
Cct5_BC005537,Cct5,BC005537,up
Ly96_Cfp,Ly96,Cfp,none
Atg9a_Sqstm1,Atg9a,Sqstm1,up
Rela_Clec4e,Rela,Clec4e,down
Rps3_Tbc1d9,Rps3,Tbc1d9,none
Zfp710_Psma6,Zfp710,Psma6,none
Traf6_St3gal5,Traf6,St3gal5,none
Ints1_Hmox1,Ints1,Hmox1,none
Fzr1_Ddx56,Fzr1,Ddx56,up
Dr1_Cd9,Dr1,Cd9,up
Dpm3_Il1rn,Dpm3,Il1rn,none
Kin_Cxcl14,Kin,Cxcl14,up
Chmp5_Akr1a1,Chmp5,Akr1a1,up
Ddx5_Ctsl,Ddx5,Ctsl,none
Yeats4_Ctsc,Yeats4,Ctsc,down
Traf6_Il1b,Traf6,Il1b,down
Mtor_Ppm1g,Mtor,Ppm1g,none
Oxsr1_Ifitm6,Oxsr1,Ifitm6,up
Hdac3_Pgm1,Hdac3,Pgm1,none
Paf1_Polr2a,Paf1,Polr2a,up
Nprl2_Folr2,Nprl2,Folr2,up
Ankrd11_Hoxb4,Ankrd11,Hoxb4,none
Arih1_St3gal5,Arih1,St3gal5,none
Rpap2_Ms4a4c,Rpap2,Ms4a4c,down
Wdr70_Ndufa4,Wdr70,Ndufa4,none
Cdkn1a_Atad2,Cdkn1a,Atad2,up
Eif2s1_Tlr3,Eif2s1,Tlr3,none
Abi1_Thbs1,Abi1,Thbs1,none
Sptlc1_Prnp,Sptlc1,Prnp,up
Ube4b_Gm42717,Ube4b,Gm42717,none
Atp6v1a_Gm26569,Atp6v1a,Gm26569,none
Atg101_Gm57462,Atg101,Gm57462,none
Bcl6_Alas1,Bcl6,Alas1,up
Dusp1_Mtdh,Dusp1,Mtdh,down
Paf1_Uchl1,Paf1,Uchl1,none
Bcl6_Mthfs,Bcl6,Mthfs,none
Derl2_Manf,Derl2,Manf,up
Dph3_Slc48a1,Dph3,Slc48a1,down
Prpf38b_Ifitm6,Prpf38b,Ifitm6,up
Ticam2_Cd300ld,Ticam2,Cd300ld,up
Mta2_Insl6,Mta2,Insl6,up
Usp7_Uchl1,Usp7,Uchl1,none
Rb1cc1_Creg1,Rb1cc1,Creg1,up
Tubg1_Prkcb,Tubg1,Prkcb,none
Pgm3_Mtarc2,Pgm3,Mtarc2,none
Bcl6_Mmp12,Bcl6,Mmp12,up
Gpn2_Mmp12,Gpn2,Mmp12,none
Sptlc1_Dock10,Sptlc1,Dock10,none
Rb1_Gpnmb,Rb1,Gpnmb,none
Mbtps2_Trp53i11,Mbtps2,Trp53i11,none
Tbk1_Rgs18,Tbk1,Rgs18,none
Arpc2_Rap2a,Arpc2,Rap2a,up
Cbfb_Ranbp2,Cbfb,Ranbp2,none
Rbm14_B4galt5,Rbm14,B4galt5,up
Mphosph10_Dhcr24,Mphosph10,Dhcr24,none
Ifnar1_Cd63,Ifnar1,Cd63,none
Dido1_2410017I17Rik,Dido1,2410017I17Rik,up
